Constabulary,Crime type,Longitude,Latitude,Count
Cleveland Police,Anti-social behaviour,-1.3499,54.521,2
Cleveland Police,Anti-social behaviour,-1.3499,54.586,1
Cleveland Police,Anti-social behaviour,-1.3498,54.5299,2
Cleveland Police,Anti-social behaviour,-1.3498,54.5878,1
Cleveland Police,Anti-social behaviour,-1.3497,54.584,1
Cleveland Police,Anti-social behaviour,-1.3497,54.5867,1
Cleveland Police,Anti-social behaviour,-1.3495,54.5294,1
Cleveland Police,Anti-social behaviour,-1.3495,54.6358,1
Cleveland Police,Anti-social behaviour,-1.3495,54.642,2
Cleveland Police,Anti-social behaviour,-1.3494,54.5168,3
Cleveland Police,Anti-social behaviour,-1.3494,54.5195,1
Cleveland Police,Anti-social behaviour,-1.3493,54.4991,1
Cleveland Police,Anti-social behaviour,-1.3491,54.5199,1
Cleveland Police,Anti-social behaviour,-1.3488,54.5524,1
Cleveland Police,Anti-social behaviour,-1.3488,54.5624,3
Cleveland Police,Anti-social behaviour,-1.3488,54.5775,1
Cleveland Police,Anti-social behaviour,-1.3487,54.5539,1
Cleveland Police,Anti-social behaviour,-1.3487,54.5702,8
Cleveland Police,Anti-social behaviour,-1.3485,54.5727,1
Cleveland Police,Anti-social behaviour,-1.3483,54.53,1
Cleveland Police,Anti-social behaviour,-1.3482,54.5296,3
Cleveland Police,Anti-social behaviour,-1.3481,54.4995,1
Cleveland Police,Anti-social behaviour,-1.3481,54.5601,1
Cleveland Police,Anti-social behaviour,-1.348,54.5662,1
Cleveland Police,Anti-social behaviour,-1.3477,54.5889,2
Cleveland Police,Anti-social behaviour,-1.3476,54.574,1
Cleveland Police,Anti-social behaviour,-1.3476,54.5829,22
Cleveland Police,Anti-social behaviour,-1.3476,54.5871,1
Cleveland Police,Anti-social behaviour,-1.3474,54.5847,3
Cleveland Police,Anti-social behaviour,-1.3473,54.5878,1
Cleveland Police,Anti-social behaviour,-1.3473,54.59,2
Cleveland Police,Anti-social behaviour,-1.3473,54.6336,1
Cleveland Police,Anti-social behaviour,-1.3471,54.5782,1
Cleveland Police,Anti-social behaviour,-1.347,54.5796,5
Cleveland Police,Anti-social behaviour,-1.3468,54.5521,1
Cleveland Police,Anti-social behaviour,-1.3468,54.5717,1
Cleveland Police,Anti-social behaviour,-1.3467,54.5573,4
Cleveland Police,Anti-social behaviour,-1.3465,54.4812,2
Cleveland Police,Anti-social behaviour,-1.3465,54.5346,1
Cleveland Police,Anti-social behaviour,-1.3465,54.5911,10
Cleveland Police,Anti-social behaviour,-1.3464,54.4991,2
Cleveland Police,Anti-social behaviour,-1.3464,54.5322,1
Cleveland Police,Anti-social behaviour,-1.3464,54.5726,2
Cleveland Police,Anti-social behaviour,-1.3462,54.5879,1
Cleveland Police,Anti-social behaviour,-1.346,54.586,2
Cleveland Police,Anti-social behaviour,-1.3458,54.6456,1
Cleveland Police,Anti-social behaviour,-1.3456,54.5803,2
Cleveland Police,Anti-social behaviour,-1.3454,54.5612,1
Cleveland Police,Anti-social behaviour,-1.3453,54.5885,2
Cleveland Police,Anti-social behaviour,-1.3451,54.5855,19
Cleveland Police,Anti-social behaviour,-1.345,54.5627,1
Cleveland Police,Anti-social behaviour,-1.345,54.5812,2
Cleveland Police,Anti-social behaviour,-1.3449,54.4987,5
Cleveland Police,Anti-social behaviour,-1.3449,54.5232,1
Cleveland Police,Anti-social behaviour,-1.3449,54.5848,3
Cleveland Police,Anti-social behaviour,-1.3449,54.5879,2
Cleveland Police,Anti-social behaviour,-1.3448,54.4965,1
Cleveland Police,Anti-social behaviour,-1.3448,54.4975,1
Cleveland Police,Anti-social behaviour,-1.3448,54.524,2
Cleveland Police,Anti-social behaviour,-1.3447,54.5621,1
Cleveland Police,Anti-social behaviour,-1.3444,54.5317,1
Cleveland Police,Anti-social behaviour,-1.3444,54.5351,1
Cleveland Police,Anti-social behaviour,-1.3444,54.586,4
Cleveland Police,Anti-social behaviour,-1.3443,54.5545,1
Cleveland Police,Anti-social behaviour,-1.3442,54.4973,2
Cleveland Police,Anti-social behaviour,-1.3441,54.4977,1
Cleveland Police,Anti-social behaviour,-1.3441,54.536,1
Cleveland Police,Anti-social behaviour,-1.3441,54.5569,1
Cleveland Police,Anti-social behaviour,-1.344,54.5616,3
Cleveland Police,Anti-social behaviour,-1.344,54.5908,2
Cleveland Police,Anti-social behaviour,-1.3438,54.4974,1
Cleveland Police,Anti-social behaviour,-1.3435,54.5347,2
Cleveland Police,Anti-social behaviour,-1.3435,54.5577,1
Cleveland Police,Anti-social behaviour,-1.3432,54.5582,3
Cleveland Police,Anti-social behaviour,-1.3431,54.5891,2
Cleveland Police,Anti-social behaviour,-1.3431,54.5934,4
Cleveland Police,Anti-social behaviour,-1.3428,54.536,1
Cleveland Police,Anti-social behaviour,-1.3428,54.5624,8
Cleveland Police,Anti-social behaviour,-1.3427,54.6344,2
Cleveland Police,Anti-social behaviour,-1.3426,54.5831,3
Cleveland Police,Anti-social behaviour,-1.3425,54.5693,1
Cleveland Police,Anti-social behaviour,-1.3425,54.5844,2
Cleveland Police,Anti-social behaviour,-1.3424,54.58,3
Cleveland Police,Anti-social behaviour,-1.3423,54.5794,3
Cleveland Police,Anti-social behaviour,-1.3423,54.5921,3
Cleveland Police,Anti-social behaviour,-1.3423,54.5937,1
Cleveland Police,Anti-social behaviour,-1.3423,54.5964,4
Cleveland Police,Anti-social behaviour,-1.3422,54.5866,4
Cleveland Police,Anti-social behaviour,-1.3421,54.5845,4
Cleveland Police,Anti-social behaviour,-1.3421,54.5892,2
Cleveland Police,Anti-social behaviour,-1.342,54.5876,9
Cleveland Police,Anti-social behaviour,-1.3419,54.5879,11
Cleveland Police,Anti-social behaviour,-1.3418,54.5911,2
Cleveland Police,Anti-social behaviour,-1.3416,54.5833,2
Cleveland Police,Anti-social behaviour,-1.3415,54.5967,1
Cleveland Police,Anti-social behaviour,-1.3414,54.4921,1
Cleveland Police,Anti-social behaviour,-1.3414,54.561,1
Cleveland Police,Anti-social behaviour,-1.3414,54.5719,1
Cleveland Police,Anti-social behaviour,-1.3414,54.5938,5
Cleveland Police,Anti-social behaviour,-1.3413,54.5896,4
Cleveland Police,Anti-social behaviour,-1.3412,54.5742,1
Cleveland Police,Anti-social behaviour,-1.3411,54.5552,9
Cleveland Police,Anti-social behaviour,-1.3411,54.5872,1
Cleveland Police,Anti-social behaviour,-1.341,54.5829,5
Cleveland Police,Anti-social behaviour,-1.3408,54.4823,1
Cleveland Police,Anti-social behaviour,-1.3408,54.5578,1
Cleveland Police,Anti-social behaviour,-1.3407,54.5749,1
Cleveland Police,Anti-social behaviour,-1.3406,54.586,2
Cleveland Police,Anti-social behaviour,-1.3405,54.5566,1
Cleveland Police,Anti-social behaviour,-1.3405,54.569,3
Cleveland Police,Anti-social behaviour,-1.3404,54.5869,4
Cleveland Police,Anti-social behaviour,-1.3403,54.5729,1
Cleveland Police,Anti-social behaviour,-1.3403,54.5773,2
Cleveland Police,Anti-social behaviour,-1.3402,54.5573,2
Cleveland Police,Anti-social behaviour,-1.34,54.5981,2
Cleveland Police,Anti-social behaviour,-1.34,54.6322,1
Cleveland Police,Anti-social behaviour,-1.3399,54.59,3
Cleveland Police,Anti-social behaviour,-1.3398,54.5889,2
Cleveland Police,Anti-social behaviour,-1.3397,54.5729,7
Cleveland Police,Anti-social behaviour,-1.3397,54.5807,1
Cleveland Police,Anti-social behaviour,-1.3396,54.495,5
Cleveland Police,Anti-social behaviour,-1.3396,54.5545,1
Cleveland Police,Anti-social behaviour,-1.3395,54.5972,5
Cleveland Police,Anti-social behaviour,-1.3394,54.5612,2
Cleveland Police,Anti-social behaviour,-1.3394,54.5763,1
Cleveland Police,Anti-social behaviour,-1.3392,54.5542,1
Cleveland Police,Anti-social behaviour,-1.3392,54.5923,3
Cleveland Police,Anti-social behaviour,-1.3391,54.5853,4
Cleveland Police,Anti-social behaviour,-1.3389,54.582,1
Cleveland Police,Anti-social behaviour,-1.3388,54.5891,1
Cleveland Police,Anti-social behaviour,-1.3387,54.5866,2
Cleveland Police,Anti-social behaviour,-1.3386,54.5667,9
Cleveland Police,Anti-social behaviour,-1.3386,54.5837,2
Cleveland Police,Anti-social behaviour,-1.3386,54.5888,3
Cleveland Police,Anti-social behaviour,-1.3384,54.574,1
Cleveland Police,Anti-social behaviour,-1.3384,54.5928,1
Cleveland Police,Anti-social behaviour,-1.3382,54.5599,3
Cleveland Police,Anti-social behaviour,-1.3381,54.5359,42
Cleveland Police,Anti-social behaviour,-1.3381,54.5872,6
Cleveland Police,Anti-social behaviour,-1.338,54.5853,2
Cleveland Police,Anti-social behaviour,-1.3378,54.5594,1
Cleveland Police,Anti-social behaviour,-1.3378,54.576,3
Cleveland Police,Anti-social behaviour,-1.3376,54.5944,1
Cleveland Police,Anti-social behaviour,-1.3372,54.5888,3
Cleveland Police,Anti-social behaviour,-1.3369,54.5557,1
Cleveland Police,Anti-social behaviour,-1.3369,54.5747,2
Cleveland Police,Anti-social behaviour,-1.3369,54.5833,1
Cleveland Police,Anti-social behaviour,-1.3366,54.5577,4
Cleveland Police,Anti-social behaviour,-1.3365,54.5546,5
Cleveland Police,Anti-social behaviour,-1.3364,54.5644,1
Cleveland Police,Anti-social behaviour,-1.3364,54.5649,2
Cleveland Police,Anti-social behaviour,-1.3364,54.5809,17
Cleveland Police,Anti-social behaviour,-1.3364,54.5943,1
Cleveland Police,Anti-social behaviour,-1.3363,54.5899,8
Cleveland Police,Anti-social behaviour,-1.3359,54.6271,3
Cleveland Police,Anti-social behaviour,-1.3357,54.5912,5
Cleveland Police,Anti-social behaviour,-1.3355,54.5006,1
Cleveland Police,Anti-social behaviour,-1.3355,54.5586,2
Cleveland Police,Anti-social behaviour,-1.3355,54.5617,12
Cleveland Police,Anti-social behaviour,-1.3355,54.5862,2
Cleveland Police,Anti-social behaviour,-1.3354,54.4795,1
Cleveland Police,Anti-social behaviour,-1.3353,54.5744,2
Cleveland Police,Anti-social behaviour,-1.3353,54.5748,1
Cleveland Police,Anti-social behaviour,-1.3351,54.6268,1
Cleveland Police,Anti-social behaviour,-1.335,54.5648,2
Cleveland Police,Anti-social behaviour,-1.335,54.5881,2
Cleveland Police,Anti-social behaviour,-1.3348,54.5393,1
Cleveland Police,Anti-social behaviour,-1.3345,54.5736,1
Cleveland Police,Anti-social behaviour,-1.3345,54.592,1
Cleveland Police,Anti-social behaviour,-1.3344,54.5689,1
Cleveland Police,Anti-social behaviour,-1.3344,54.5702,5
