Constabulary,Crime type,Longitude,Latitude,Count
Derbyshire Constabulary,Anti-social behaviour,-1.915,53.3235,1
Derbyshire Constabulary,Anti-social behaviour,-1.9148,53.2594,15
Derbyshire Constabulary,Anti-social behaviour,-1.9148,53.326,1
Derbyshire Constabulary,Anti-social behaviour,-1.9147,53.2573,1
Derbyshire Constabulary,Anti-social behaviour,-1.9146,53.2563,11
Derbyshire Constabulary,Anti-social behaviour,-1.9146,53.3238,1
Derbyshire Constabulary,Anti-social behaviour,-1.9144,53.2554,3
Derbyshire Constabulary,Anti-social behaviour,-1.9144,53.2588,3
Derbyshire Constabulary,Anti-social behaviour,-1.9143,53.2539,3
Derbyshire Constabulary,Anti-social behaviour,-1.9142,53.3195,1
Derbyshire Constabulary,Anti-social behaviour,-1.9141,53.2637,2
Derbyshire Constabulary,Anti-social behaviour,-1.9141,53.3223,1
Derbyshire Constabulary,Anti-social behaviour,-1.914,53.2549,2
Derbyshire Constabulary,Anti-social behaviour,-1.914,53.2573,1
Derbyshire Constabulary,Anti-social behaviour,-1.9139,53.2655,2
Derbyshire Constabulary,Anti-social behaviour,-1.9137,53.3213,1
Derbyshire Constabulary,Anti-social behaviour,-1.9136,53.2533,1
Derbyshire Constabulary,Anti-social behaviour,-1.9135,53.2498,1
Derbyshire Constabulary,Anti-social behaviour,-1.9135,53.2541,3
Derbyshire Constabulary,Anti-social behaviour,-1.9135,53.2562,3
Derbyshire Constabulary,Anti-social behaviour,-1.9134,53.2599,3
Derbyshire Constabulary,Anti-social behaviour,-1.9134,53.3237,1
Derbyshire Constabulary,Anti-social behaviour,-1.9133,53.3273,2
Derbyshire Constabulary,Anti-social behaviour,-1.9127,53.2606,2
Derbyshire Constabulary,Anti-social behaviour,-1.9127,53.3209,2
Derbyshire Constabulary,Anti-social behaviour,-1.9123,53.2476,1
Derbyshire Constabulary,Anti-social behaviour,-1.9123,53.2587,14
Derbyshire Constabulary,Anti-social behaviour,-1.9122,53.3222,2
Derbyshire Constabulary,Anti-social behaviour,-1.9121,53.2467,1
Derbyshire Constabulary,Anti-social behaviour,-1.9121,53.2558,4
Derbyshire Constabulary,Anti-social behaviour,-1.9121,53.2643,1
Derbyshire Constabulary,Anti-social behaviour,-1.9121,53.3199,3
Derbyshire Constabulary,Anti-social behaviour,-1.9119,53.2584,2
Derbyshire Constabulary,Anti-social behaviour,-1.9117,53.2134,4
Derbyshire Constabulary,Anti-social behaviour,-1.9115,53.3279,1
Derbyshire Constabulary,Anti-social behaviour,-1.9114,53.322,1
Derbyshire Constabulary,Anti-social behaviour,-1.9114,53.3234,1
Derbyshire Constabulary,Anti-social behaviour,-1.9113,53.2583,1
Derbyshire Constabulary,Anti-social behaviour,-1.9113,53.3275,4
Derbyshire Constabulary,Anti-social behaviour,-1.911,53.2527,1
Derbyshire Constabulary,Anti-social behaviour,-1.911,53.2599,8
Derbyshire Constabulary,Anti-social behaviour,-1.9109,53.3284,1
Derbyshire Constabulary,Anti-social behaviour,-1.9108,53.3245,2
Derbyshire Constabulary,Anti-social behaviour,-1.9105,53.2505,4
Derbyshire Constabulary,Anti-social behaviour,-1.9104,53.1977,1
Derbyshire Constabulary,Anti-social behaviour,-1.9104,53.2535,5
Derbyshire Constabulary,Anti-social behaviour,-1.9102,53.3309,1
Derbyshire Constabulary,Anti-social behaviour,-1.9098,53.2505,1
Derbyshire Constabulary,Anti-social behaviour,-1.9098,53.2602,1
Derbyshire Constabulary,Anti-social behaviour,-1.9097,53.2588,3
Derbyshire Constabulary,Anti-social behaviour,-1.9097,53.2593,3
Derbyshire Constabulary,Anti-social behaviour,-1.9092,53.249,1
Derbyshire Constabulary,Anti-social behaviour,-1.9092,53.2521,6
Derbyshire Constabulary,Anti-social behaviour,-1.9092,53.2599,1
Derbyshire Constabulary,Anti-social behaviour,-1.9091,53.2657,1
Derbyshire Constabulary,Anti-social behaviour,-1.9088,53.2565,1
Derbyshire Constabulary,Anti-social behaviour,-1.9086,53.2367,5
Derbyshire Constabulary,Anti-social behaviour,-1.9086,53.2539,3
Derbyshire Constabulary,Anti-social behaviour,-1.9084,53.2414,1
Derbyshire Constabulary,Anti-social behaviour,-1.9083,53.2431,2
Derbyshire Constabulary,Anti-social behaviour,-1.9083,53.2599,1
Derbyshire Constabulary,Anti-social behaviour,-1.9081,53.257,1
Derbyshire Constabulary,Anti-social behaviour,-1.9081,53.2627,1
Derbyshire Constabulary,Anti-social behaviour,-1.908,53.2684,1
Derbyshire Constabulary,Anti-social behaviour,-1.9079,53.2601,2
Derbyshire Constabulary,Anti-social behaviour,-1.9079,53.3214,1
Derbyshire Constabulary,Anti-social behaviour,-1.9078,53.2508,4
Derbyshire Constabulary,Anti-social behaviour,-1.9076,53.237,1
Derbyshire Constabulary,Anti-social behaviour,-1.9075,53.271,3
Derbyshire Constabulary,Anti-social behaviour,-1.9074,53.3252,2
Derbyshire Constabulary,Anti-social behaviour,-1.9073,53.261,3
Derbyshire Constabulary,Anti-social behaviour,-1.9071,53.2401,1
Derbyshire Constabulary,Anti-social behaviour,-1.9071,53.2622,1
Derbyshire Constabulary,Anti-social behaviour,-1.907,53.2492,1
Derbyshire Constabulary,Anti-social behaviour,-1.9069,53.2638,2
Derbyshire Constabulary,Anti-social behaviour,-1.9069,53.3213,1
Derbyshire Constabulary,Anti-social behaviour,-1.9067,53.2575,3
Derbyshire Constabulary,Anti-social behaviour,-1.9064,53.2621,1
Derbyshire Constabulary,Anti-social behaviour,-1.9051,53.2582,4
Derbyshire Constabulary,Anti-social behaviour,-1.9046,53.2425,2
Derbyshire Constabulary,Anti-social behaviour,-1.9046,53.2615,4
Derbyshire Constabulary,Anti-social behaviour,-1.9046,53.2626,1
Derbyshire Constabulary,Anti-social behaviour,-1.9044,53.2368,2
Derbyshire Constabulary,Anti-social behaviour,-1.9042,53.2382,2
Derbyshire Constabulary,Anti-social behaviour,-1.9039,53.265,1
Derbyshire Constabulary,Anti-social behaviour,-1.9039,53.3233,1
Derbyshire Constabulary,Anti-social behaviour,-1.9039,53.325,1
Derbyshire Constabulary,Anti-social behaviour,-1.9037,53.2624,1
Derbyshire Constabulary,Anti-social behaviour,-1.9035,53.2364,1
